state,county,candidate,party,total_votes,percent_dem,percent_rep
Delaware,Kent County,Joe Biden,DEM,44552,0.520704527,0.479295473
Delaware,Kent County,Donald Trump,REP,41009,,
Delaware,New Castle County,Joe Biden,DEM,195034,0.688198223,0.311801777
Delaware,New Castle County,Donald Trump,REP,88364,,
Delaware,Sussex County,Donald Trump,REP,71230,0.556867221,0.443132779
Delaware,Sussex County,Joe Biden,DEM,56682,,
District of Columbia,District of Columbia,Joe Biden,DEM,317323,0.944669538,0.055330462
District of Columbia,District of Columbia,Donald Trump,REP,18586,,
Florida,Alachua County,Joe Biden,DEM,89704,0.637663852,0.362336148
Florida,Alachua County,Donald Trump,REP,50972,,
Florida,Baker County,Donald Trump,REP,11911,0.853957557,0.146042443
Florida,Baker County,Joe Biden,DEM,2037,,
Florida,Bay County,Donald Trump,REP,66097,0.72070962,0.27929038
Florida,Bay County,Joe Biden,DEM,25614,,
Florida,Bradford County,Donald Trump,REP,10334,0.765821847,0.234178153
Florida,Bradford County,Joe Biden,DEM,3160,,
Florida,Brevard County,Donald Trump,REP,207883,0.583233267,0.416766733
Florida,Brevard County,Joe Biden,DEM,148549,,
Florida,Broward County,Joe Biden,DEM,618752,0.64983968,0.35016032
Florida,Broward County,Donald Trump,REP,333409,,
Florida,Calhoun County,Donald Trump,REP,5274,0.813512263,0.186487737
Florida,Calhoun County,Joe Biden,DEM,1209,,
Florida,Charlotte County,Donald Trump,REP,73243,0.634050694,0.365949306
Florida,Charlotte County,Joe Biden,DEM,42273,,
Florida,Citrus County,Donald Trump,REP,65352,0.706936091,0.293063909
Florida,Citrus County,Joe Biden,DEM,27092,,
Florida,Clay County,Donald Trump,REP,84480,0.68796469,0.31203531
Florida,Clay County,Joe Biden,DEM,38317,,
Florida,Collier County,Donald Trump,REP,128950,0.624240576,0.375759424
Florida,Collier County,Joe Biden,DEM,77621,,
Florida,Columbia County,Donald Trump,REP,23836,0.727816794,0.272183206
Florida,Columbia County,Joe Biden,DEM,8914,,
Florida,DeSoto County,Donald Trump,REP,8313,0.661231308,0.338768692
Florida,DeSoto County,Joe Biden,DEM,4259,,
Florida,Dixie County,Donald Trump,REP,6759,0.831979321,0.168020679
Florida,Dixie County,Joe Biden,DEM,1365,,
Florida,Duval County,Joe Biden,DEM,252556,0.519322748,0.480677252
Florida,Duval County,Donald Trump,REP,233762,,
Florida,Escambia County,Donald Trump,REP,96674,0.576803518,0.423196482
Florida,Escambia County,Joe Biden,DEM,70929,,
Florida,Flagler County,Donald Trump,REP,43043,0.604502556,0.395497444
Florida,Flagler County,Joe Biden,DEM,28161,,
Florida,Franklin County,Donald Trump,REP,4675,0.688005887,0.311994113
Florida,Franklin County,Joe Biden,DEM,2120,,
Florida,Gadsden County,Joe Biden,DEM,16153,0.683927513,0.316072487
Florida,Gadsden County,Donald Trump,REP,7465,,
Florida,Gilchrist County,Donald Trump,REP,7895,0.822824388,0.177175612
Florida,Gilchrist County,Joe Biden,DEM,1700,,
Florida,Glades County,Donald Trump,REP,3782,0.731952777,0.268047223
Florida,Glades County,Joe Biden,DEM,1385,,
Florida,Gulf County,Donald Trump,REP,6113,0.754877748,0.245122252
Florida,Gulf County,Joe Biden,DEM,1985,,
Florida,Hamilton County,Donald Trump,REP,3815,0.660263067,0.339736933
Florida,Hamilton County,Joe Biden,DEM,1963,,
Florida,Hardee County,Donald Trump,REP,6122,0.727078385,0.272921615
Florida,Hardee County,Joe Biden,DEM,2298,,
Florida,Hendry County,Donald Trump,REP,7906,0.615971952,0.384028048
Florida,Hendry County,Joe Biden,DEM,4929,,
Florida,Hernando County,Donald Trump,REP,70412,0.652379761,0.347620239
Florida,Hernando County,Joe Biden,DEM,37519,,
Florida,Highlands County,Donald Trump,REP,34873,0.673081006,0.326918994
Florida,Highlands County,Joe Biden,DEM,16938,,
Florida,Hillsborough County,Joe Biden,DEM,376367,0.534790733,0.465209267
Florida,Hillsborough County,Donald Trump,REP,327398,,
Florida,Holmes County,Donald Trump,REP,8080,0.897378943,0.102621057
Florida,Holmes County,Joe Biden,DEM,924,,
Florida,Indian River County,Donald Trump,REP,58872,0.608710038,0.391289962
Florida,Indian River County,Joe Biden,DEM,37844,,
Florida,Jackson County,Donald Trump,REP,15488,0.69596477,0.30403523
Florida,Jackson County,Joe Biden,DEM,6766,,
Florida,Jefferson County,Donald Trump,REP,4479,0.53474212,0.46525788
Florida,Jefferson County,Joe Biden,DEM,3897,,
Florida,Lafayette County,Donald Trump,REP,3128,0.859813084,0.140186916
Florida,Lafayette County,Joe Biden,DEM,510,,
Florida,Lake County,Donald Trump,REP,125859,0.601149195,0.398850805
Florida,Lake County,Joe Biden,DEM,83505,,
Florida,Lee County,Donald Trump,REP,233247,0.596628144,0.403371856
Florida,Lee County,Joe Biden,DEM,157695,,
Florida,Leon County,Joe Biden,DEM,103517,0.643082562,0.356917438
Florida,Leon County,Donald Trump,REP,57453,,
Florida,Levy County,Donald Trump,REP,16749,0.729676745,0.270323255
Florida,Levy County,Joe Biden,DEM,6205,,
Florida,Liberty County,Donald Trump,REP,2846,0.803954802,0.196045198
Florida,Liberty County,Joe Biden,DEM,694,,
Florida,Madison County,Donald Trump,REP,5576,0.598090743,0.401909257
Florida,Madison County,Joe Biden,DEM,3747,,
Florida,Manatee County,Donald Trump,REP,124987,0.580921484,0.419078516
Florida,Manatee County,Joe Biden,DEM,90166,,
Florida,Marion County,Donald Trump,REP,127826,0.630666456,0.369333544
Florida,Marion County,Joe Biden,DEM,74858,,
Florida,Martin County,Donald Trump,REP,61168,0.623774997,0.376225003
Florida,Martin County,Joe Biden,DEM,36893,,
Florida,Miami-Dade County,Joe Biden,DEM,617864,0.536947607,0.463052393
Florida,Miami-Dade County,Donald Trump,REP,532833,,
Florida,Monroe County,Donald Trump,REP,25693,0.5400639,0.4599361
Florida,Monroe County,Joe Biden,DEM,21881,,
Florida,Nassau County,Donald Trump,REP,42566,0.73225529,0.26774471
Florida,Nassau County,Joe Biden,DEM,15564,,
Florida,Okaloosa County,Donald Trump,REP,79798,0.699700121,0.300299879
Florida,Okaloosa County,Joe Biden,DEM,34248,,
Florida,Okeechobee County,Donald Trump,REP,11470,0.723203026,0.276796974
Florida,Okeechobee County,Joe Biden,DEM,4390,,
Florida,Orange County,Joe Biden,DEM,395014,0.616812302,0.383187698
Florida,Orange County,Donald Trump,REP,245398,,
Florida,Osceola County,Joe Biden,DEM,97297,0.569731287,0.430268713
Florida,Osceola County,Donald Trump,REP,73480,,
Florida,Palm Beach County,Joe Biden,DEM,433572,0.564338922,0.435661078
Florida,Palm Beach County,Donald Trump,REP,334711,,
Florida,Pasco County,Donald Trump,REP,179621,0.601354564,0.398645436
Florida,Pasco County,Joe Biden,DEM,119073,,
Florida,Pinellas County,Joe Biden,DEM,277450,0.501120726,0.498879274
Florida,Pinellas County,Donald Trump,REP,276209,,
Florida,Polk County,Donald Trump,REP,194586,0.572926818,0.427073182
Florida,Polk County,Joe Biden,DEM,145049,,
Florida,Putnam County,Donald Trump,REP,25514,0.707915985,0.292084015
Florida,Putnam County,Joe Biden,DEM,10527,,
Florida,St. Johns County,Donald Trump,REP,110946,0.634717042,0.365282958
Florida,St. Johns County,Joe Biden,DEM,63850,,
Florida,St. Lucie County,Donald Trump,REP,86831,0.507878667,0.492121333
Florida,St. Lucie County,Joe Biden,DEM,84137,,
Florida,Santa Rosa County,Donald Trump,REP,77385,0.737021058,0.262978942
Florida,Santa Rosa County,Joe Biden,DEM,27612,,
Florida,Sarasota County,Donald Trump,REP,148370,0.552629619,0.447370381
Florida,Sarasota County,Joe Biden,DEM,120110,,
Florida,Seminole County,Joe Biden,DEM,132528,0.514134749,0.485865251
Florida,Seminole County,Donald Trump,REP,125241,,
Florida,Sumter County,Donald Trump,REP,62761,0.681429285,0.318570715
Florida,Sumter County,Joe Biden,DEM,29341,,
Florida,Suwannee County,Donald Trump,REP,16410,0.785355348,0.214644652
Florida,Suwannee County,Joe Biden,DEM,4485,,
Florida,Taylor County,Donald Trump,REP,7751,0.771243781,0.228756219
Florida,Taylor County,Joe Biden,DEM,2299,,
Florida,Union County,Donald Trump,REP,5133,0.829776916,0.170223084
Florida,Union County,Joe Biden,DEM,1053,,
Florida,Volusia County,Donald Trump,REP,173821,0.571035756,0.428964244
Florida,Volusia County,Joe Biden,DEM,130575,,
Florida,Wakulla County,Donald Trump,REP,12874,0.706392318,0.293607682
Florida,Wakulla County,Joe Biden,DEM,5351,,
Florida,Walton County,Donald Trump,REP,32947,0.761164376,0.238835624
Florida,Walton County,Joe Biden,DEM,10338,,
Florida,Washington County,Donald Trump,REP,9876,0.807984946,0.192015054
Florida,Washington County,Joe Biden,DEM,2347,,
Georgia,Appling County,Donald Trump,REP,6570,0.786449605,0.213550395
Georgia,Appling County,Joe Biden,DEM,1784,,
Georgia,Atkinson County,Donald Trump,REP,2300,0.736,0.264
Georgia,Atkinson County,Joe Biden,DEM,825,,
Georgia,Bacon County,Donald Trump,REP,4017,0.865359759,0.134640241
Georgia,Bacon County,Joe Biden,DEM,625,,
Georgia,Baker County,Donald Trump,REP,897,0.57908328,0.42091672
Georgia,Baker County,Joe Biden,DEM,652,,
Georgia,Baldwin County,Joe Biden,DEM,9140,0.506567644,0.493432356
Georgia,Baldwin County,Donald Trump,REP,8903,,
Georgia,Banks County,Donald Trump,REP,7795,0.893204996,0.106795004
Georgia,Banks County,Joe Biden,DEM,932,,
Georgia,Barrow County,Donald Trump,REP,26804,0.719435274,0.280564726
Georgia,Barrow County,Joe Biden,DEM,10453,,
Georgia,Bartow County,Donald Trump,REP,37672,0.757028314,0.242971686
Georgia,Bartow County,Joe Biden,DEM,12091,,
Georgia,Ben Hill County,Donald Trump,REP,4111,0.632072571,0.367927429
Georgia,Ben Hill County,Joe Biden,DEM,2393,,
Georgia,Berrien County,Donald Trump,REP,6419,0.834937565,0.165062435
Georgia,Berrien County,Joe Biden,DEM,1269,,
Georgia,Bibb County,Joe Biden,DEM,43408,0.620406763,0.379593237
Georgia,Bibb County,Donald Trump,REP,26559,,
Georgia,Bleckley County,Donald Trump,REP,4329,0.767417125,0.232582875
Georgia,Bleckley County,Joe Biden,DEM,1312,,
Georgia,Brantley County,Donald Trump,REP,6993,0.909008189,0.090991811
Georgia,Brantley County,Joe Biden,DEM,700,,
Georgia,Brooks County,Donald Trump,REP,4261,0.604225752,0.395774248
Georgia,Brooks County,Joe Biden,DEM,2791,,
Georgia,Bryan County,Donald Trump,REP,14240,0.678806369,0.321193631
Georgia,Bryan County,Joe Biden,DEM,6738,,
Georgia,Bulloch County,Donald Trump,REP,18387,0.620448794,0.379551206
Georgia,Bulloch County,Joe Biden,DEM,11248,,
Georgia,Burke County,Donald Trump,REP,5400,0.509049774,0.490950226
Georgia,Burke County,Joe Biden,DEM,5208,,
Georgia,Butts County,Donald Trump,REP,8406,0.719691781,0.280308219
Georgia,Butts County,Joe Biden,DEM,3274,,
Georgia,Calhoun County,Joe Biden,DEM,1263,0.577767612,0.422232388
Georgia,Calhoun County,Donald Trump,REP,923,,
Georgia,Camden County,Donald Trump,REP,15249,0.656831496,0.343168504
Georgia,Camden County,Joe Biden,DEM,7967,,
Georgia,Candler County,Donald Trump,REP,3133,0.711721945,0.288278055
Georgia,Candler County,Joe Biden,DEM,1269,,
Georgia,Carroll County,Donald Trump,REP,37476,0.69772118,0.30227882
Georgia,Carroll County,Joe Biden,DEM,16236,,
Georgia,Catoosa County,Donald Trump,REP,25167,0.784043117,0.215956883
Georgia,Catoosa County,Joe Biden,DEM,6932,,
Georgia,Charlton County,Donald Trump,REP,3419,0.755747126,0.244252874
Georgia,Charlton County,Joe Biden,DEM,1105,,
Georgia,Chatham County,Joe Biden,DEM,78247,0.59512926,0.40487074
Georgia,Chatham County,Donald Trump,REP,53232,,
Georgia,Chattahoochee County,Donald Trump,REP,880,0.568842922,0.431157078
Georgia,Chattahoochee County,Joe Biden,DEM,667,,
Georgia,Chattooga County,Donald Trump,REP,8064,0.813067151,0.186932849
Georgia,Chattooga County,Joe Biden,DEM,1854,,
Georgia,Cherokee County,Donald Trump,REP,99585,0.699509708,0.300490292
Georgia,Cherokee County,Joe Biden,DEM,42779,,
Georgia,Clarke County,Joe Biden,DEM,36055,0.713889714,0.286110286
Georgia,Clarke County,Donald Trump,REP,14450,,
Georgia,Clay County,Joe Biden,DEM,791,0.553921569,0.446078431
Georgia,Clay County,Donald Trump,REP,637,,
Georgia,Clayton County,Joe Biden,DEM,95466,0.857913136,0.142086864
Georgia,Clayton County,Donald Trump,REP,15811,,
Georgia,Clinch County,Donald Trump,REP,2105,0.738855739,0.261144261
Georgia,Clinch County,Joe Biden,DEM,744,,
Georgia,Cobb County,Joe Biden,DEM,221847,0.572829171,0.427170829
Georgia,Cobb County,Donald Trump,REP,165436,,
Georgia,Coffee County,Donald Trump,REP,10578,0.701040493,0.298959507
Georgia,Coffee County,Joe Biden,DEM,4511,,
Georgia,Colquitt County,Donald Trump,REP,11777,0.737583767,0.262416233
Georgia,Colquitt County,Joe Biden,DEM,4190,,
Georgia,Columbia County,Donald Trump,REP,50013,0.631118683,0.368881317
Georgia,Columbia County,Joe Biden,DEM,29232,,
Georgia,Cook County,Donald Trump,REP,4900,0.704124156,0.295875844
Georgia,Cook County,Joe Biden,DEM,2059,,
Georgia,Coweta County,Donald Trump,REP,51501,0.680231406,0.319768594
Georgia,Coweta County,Joe Biden,DEM,24210,,
Georgia,Crawford County,Donald Trump,REP,4428,0.732748635,0.267251365
Georgia,Crawford County,Joe Biden,DEM,1615,,
Georgia,Crisp County,Donald Trump,REP,4985,0.625706037,0.374293963
Georgia,Crisp County,Joe Biden,DEM,2982,,
Georgia,Dade County,Donald Trump,REP,6066,0.82789682,0.17210318
Georgia,Dade County,Joe Biden,DEM,1261,,
Georgia,Dawson County,Donald Trump,REP,13398,0.843490305,0.156509695
Georgia,Dawson County,Joe Biden,DEM,2486,,
Georgia,Decatur County,Donald Trump,REP,6755,0.585507498,0.414492502
Georgia,Decatur County,Joe Biden,DEM,4782,,
Georgia,DeKalb County,Joe Biden,DEM,308162,0.840734547,0.159265453
Georgia,DeKalb County,Donald Trump,REP,58377,,
Georgia,Dodge County,Donald Trump,REP,5843,0.72900811,0.27099189
Georgia,Dodge County,Joe Biden,DEM,2172,,
Georgia,Dooly County,Donald Trump,REP,2159,0.53046683,0.46953317
Georgia,Dooly County,Joe Biden,DEM,1911,,
Georgia,Dougherty County,Joe Biden,DEM,24568,0.701762404,0.298237596
Georgia,Dougherty County,Donald Trump,REP,10441,,
Georgia,Douglas County,Joe Biden,DEM,42814,0.627145954,0.372854046
Georgia,Douglas County,Donald Trump,REP,25454,,
Georgia,Early County,Donald Trump,REP,2710,0.525193798,0.474806202
Georgia,Early County,Joe Biden,DEM,2450,,
Georgia,Echols County,Donald Trump,REP,1256,0.882642305,0.117357695
Georgia,Echols County,Joe Biden,DEM,167,,
Georgia,Effingham County,Donald Trump,REP,23361,0.751665111,0.248334889
Georgia,Effingham County,Joe Biden,DEM,7718,,
Georgia,Elbert County,Donald Trump,REP,6226,0.68380011,0.31619989
Georgia,Elbert County,Joe Biden,DEM,2879,,
Georgia,Emanuel County,Donald Trump,REP,6553,0.694247272,0.305752728
Georgia,Emanuel County,Joe Biden,DEM,2886,,
Georgia,Evans County,Donald Trump,REP,2888,0.685660019,0.314339981
Georgia,Evans County,Joe Biden,DEM,1324,,
Georgia,Fannin County,Donald Trump,REP,12169,0.825632675,0.174367325
Georgia,Fannin County,Joe Biden,DEM,2570,,
Georgia,Fayette County,Donald Trump,REP,37956,0.534456053,0.465543947
Georgia,Fayette County,Joe Biden,DEM,33062,,
Georgia,Floyd County,Donald Trump,REP,28906,0.708081229,0.291918771
Georgia,Floyd County,Joe Biden,DEM,11917,,
Georgia,Forsyth County,Donald Trump,REP,85123,0.668517486,0.331482514
Georgia,Forsyth County,Joe Biden,DEM,42208,,
Georgia,Franklin County,Donald Trump,REP,9069,0.850590884,0.149409116
Georgia,Franklin County,Joe Biden,DEM,1593,,
Georgia,Fulton County,Joe Biden,DEM,380212,0.734767392,0.265232608
Georgia,Fulton County,Donald Trump,REP,137247,,
Georgia,Gilmer County,Donald Trump,REP,13429,0.82079335,0.17920665
Georgia,Gilmer County,Joe Biden,DEM,2932,,
Georgia,Glascock County,Donald Trump,REP,1402,0.900449583,0.099550417
Georgia,Glascock County,Joe Biden,DEM,155,,
Georgia,Glynn County,Donald Trump,REP,25617,0.617291983,0.382708017
Georgia,Glynn County,Joe Biden,DEM,15882,,
Georgia,Gordon County,Donald Trump,REP,19405,0.815713145,0.184286855
Georgia,Gordon County,Joe Biden,DEM,4384,,
Georgia,Grady County,Donald Trump,REP,7034,0.660283488,0.339716512
Georgia,Grady County,Joe Biden,DEM,3619,,
Georgia,Greene County,Donald Trump,REP,7066,0.633551511,0.366448489
Georgia,Greene County,Joe Biden,DEM,4087,,
Georgia,Gwinnett County,Joe Biden,DEM,241994,0.592550331,0.407449669
Georgia,Gwinnett County,Donald Trump,REP,166400,,
Georgia,Habersham County,Donald Trump,REP,16637,0.823654636,0.176345364
Georgia,Habersham County,Joe Biden,DEM,3562,,
Georgia,Hall County,Donald Trump,REP,64183,0.719411316,0.280588684
Georgia,Hall County,Joe Biden,DEM,25033,,
Georgia,Hancock County,Joe Biden,DEM,2976,0.720581114,0.279418886
Georgia,Hancock County,Donald Trump,REP,1154,,
Georgia,Haralson County,Donald Trump,REP,12330,0.873167623,0.126832377
Georgia,Haralson County,Joe Biden,DEM,1791,,
Georgia,Harris County,Donald Trump,REP,14319,0.724059466,0.275940534
Georgia,Harris County,Joe Biden,DEM,5457,,
Georgia,Hart County,Donald Trump,REP,9465,0.74988116,0.25011884
Georgia,Hart County,Joe Biden,DEM,3157,,
Georgia,Heard County,Donald Trump,REP,4519,0.845779525,0.154220475
Georgia,Heard County,Joe Biden,DEM,824,,
Georgia,Henry County,Joe Biden,DEM,73443,0.603465843,0.396534157
Georgia,Henry County,Donald Trump,REP,48259,,
Georgia,Houston County,Donald Trump,REP,41540,0.563032841,0.436967159
Georgia,Houston County,Joe Biden,DEM,32239,,
Georgia,Irwin County,Donald Trump,REP,3134,0.756639305,0.243360695
Georgia,Irwin County,Joe Biden,DEM,1008,,
Georgia,Jackson County,Donald Trump,REP,29502,0.794260177,0.205739823
Georgia,Jackson County,Joe Biden,DEM,7642,,
Georgia,Jasper County,Donald Trump,REP,5822,0.767770012,0.232229988
Georgia,Jasper County,Joe Biden,DEM,1761,,
Georgia,Jeff Davis County,Donald Trump,REP,4695,0.82037393,0.17962607
Georgia,Jeff Davis County,Joe Biden,DEM,1028,,
Georgia,Jefferson County,Joe Biden,DEM,4058,0.534298881,0.465701119
Georgia,Jefferson County,Donald Trump,REP,3537,,
Georgia,Jenkins County,Donald Trump,REP,2161,0.630580683,0.369419317
Georgia,Jenkins County,Joe Biden,DEM,1266,,
Georgia,Johnson County,Donald Trump,REP,2850,0.699901768,0.300098232
Georgia,Johnson County,Joe Biden,DEM,1222,,
Georgia,Jones County,Donald Trump,REP,9940,0.670624747,0.329375253
Georgia,Jones County,Joe Biden,DEM,4882,,
Georgia,Lamar County,Donald Trump,REP,6331,0.707295274,0.292704726
Georgia,Lamar County,Joe Biden,DEM,2620,,
Georgia,Lanier County,Donald Trump,REP,2509,0.7111678,0.2888322
Georgia,Lanier County,Joe Biden,DEM,1019,,
Georgia,Laurens County,Donald Trump,REP,14493,0.642220942,0.357779058
Georgia,Laurens County,Joe Biden,DEM,8074,,
Georgia,Lee County,Donald Trump,REP,12007,0.724841533,0.275158467
Georgia,Lee County,Joe Biden,DEM,4558,,
Georgia,Liberty County,Joe Biden,DEM,13104,0.622133599,0.377866401
Georgia,Liberty County,Donald Trump,REP,7959,,
Georgia,Lincoln County,Donald Trump,REP,3173,0.689033659,0.310966341
Georgia,Lincoln County,Joe Biden,DEM,1432,,
Georgia,Long County,Donald Trump,REP,3527,0.634124416,0.365875584
Georgia,Long County,Joe Biden,DEM,2035,,
Georgia,Lowndes County,Donald Trump,REP,25692,0.560862731,0.439137269
Georgia,Lowndes County,Joe Biden,DEM,20116,,
Georgia,Lumpkin County,Donald Trump,REP,12163,0.795539277,0.204460723
Georgia,Lumpkin County,Joe Biden,DEM,3126,,
Georgia,McDuffie County,Donald Trump,REP,6169,0.596788236,0.403211764
Georgia,McDuffie County,Joe Biden,DEM,4168,,
Georgia,McIntosh County,Donald Trump,REP,4016,0.605914303,0.394085697
Georgia,McIntosh County,Joe Biden,DEM,2612,,
Georgia,Macon County,Joe Biden,DEM,2858,0.615815557,0.384184443
Georgia,Macon County,Donald Trump,REP,1783,,
Georgia,Madison County,Donald Trump,REP,11326,0.768541766,0.231458234
Georgia,Madison County,Joe Biden,DEM,3411,,
Georgia,Marion County,Donald Trump,REP,2275,0.634234737,0.365765263
Georgia,Marion County,Joe Biden,DEM,1312,,
Georgia,Meriwether County,Donald Trump,REP,6524,0.603459439,0.396540561
Georgia,Meriwether County,Joe Biden,DEM,4287,,
Georgia,Miller County,Donald Trump,REP,2066,0.734186212,0.265813788
Georgia,Miller County,Joe Biden,DEM,748,,
Georgia,Mitchell County,Donald Trump,REP,4935,0.552755376,0.447244624
Georgia,Mitchell County,Joe Biden,DEM,3993,,
Georgia,Monroe County,Donald Trump,REP,11057,0.716034192,0.283965808
Georgia,Monroe County,Joe Biden,DEM,4385,,
Georgia,Montgomery County,Donald Trump,REP,2960,0.751269036,0.248730964
Georgia,Montgomery County,Joe Biden,DEM,980,,
Georgia,Morgan County,Donald Trump,REP,8231,0.710549033,0.289450967
Georgia,Morgan County,Joe Biden,DEM,3353,,
Georgia,Murray County,Donald Trump,REP,12944,0.849065267,0.150934733
Georgia,Murray County,Joe Biden,DEM,2301,,
Georgia,Muscogee County,Joe Biden,DEM,49446,0.621547899,0.378452101
Georgia,Muscogee County,Donald Trump,REP,30107,,
Georgia,Newton County,Joe Biden,DEM,29789,0.555164188,0.444835812
Georgia,Newton County,Donald Trump,REP,23869,,
Georgia,Oconee County,Donald Trump,REP,16595,0.670315466,0.329684534
Georgia,Oconee County,Joe Biden,DEM,8162,,
Georgia,Oglethorpe County,Donald Trump,REP,5592,0.69630183,0.30369817
Georgia,Oglethorpe County,Joe Biden,DEM,2439,,
Georgia,Paulding County,Donald Trump,REP,54517,0.647378046,0.352621954
Georgia,Paulding County,Joe Biden,DEM,29695,,
Georgia,Peach County,Donald Trump,REP,6506,0.523495333,0.476504667
Georgia,Peach County,Joe Biden,DEM,5922,,
Georgia,Pickens County,Donald Trump,REP,14110,0.833234912,0.166765088
Georgia,Pickens County,Joe Biden,DEM,2824,,
Georgia,Pierce County,Donald Trump,REP,7898,0.877750611,0.122249389
Georgia,Pierce County,Joe Biden,DEM,1100,,
Georgia,Pike County,Donald Trump,REP,9127,0.8584462,0.1415538
Georgia,Pike County,Joe Biden,DEM,1505,,
Georgia,Polk County,Donald Trump,REP,13587,0.787926235,0.212073765
Georgia,Polk County,Joe Biden,DEM,3657,,
Georgia,Pulaski County,Donald Trump,REP,2815,0.69592089,0.30407911
Georgia,Pulaski County,Joe Biden,DEM,1230,,
Georgia,Putnam County,Donald Trump,REP,8291,0.706278218,0.293721782
Georgia,Putnam County,Joe Biden,DEM,3448,,
Georgia,Quitman County,Donald Trump,REP,604,0.548592189,0.451407811
Georgia,Quitman County,Joe Biden,DEM,497,,
Georgia,Rabun County,Donald Trump,REP,7474,0.790230493,0.209769507
Georgia,Rabun County,Joe Biden,DEM,1984,,
Georgia,Randolph County,Joe Biden,DEM,1671,0.545900033,0.454099967
Georgia,Randolph County,Donald Trump,REP,1390,,
Georgia,Richmond County,Joe Biden,DEM,59119,0.688238513,0.311761487
Georgia,Richmond County,Donald Trump,REP,26780,,
Georgia,Rockdale County,Joe Biden,DEM,31237,0.705904951,0.294095049
Georgia,Rockdale County,Donald Trump,REP,13014,,
Georgia,Schley County,Donald Trump,REP,1800,0.795755968,0.204244032
Georgia,Schley County,Joe Biden,DEM,462,,
Georgia,Screven County,Donald Trump,REP,3915,0.595346715,0.404653285
Georgia,Screven County,Joe Biden,DEM,2661,,
Georgia,Seminole County,Donald Trump,REP,2613,0.675368312,0.324631688
Georgia,Seminole County,Joe Biden,DEM,1256,,
Georgia,Spalding County,Donald Trump,REP,18104,0.604837632,0.395162368
Georgia,Spalding County,Joe Biden,DEM,11828,,
Georgia,Stephens County,Donald Trump,REP,9367,0.796988003,0.203011997
Georgia,Stephens County,Joe Biden,DEM,2386,,
Georgia,Stewart County,Joe Biden,DEM,1182,0.596066566,0.403933434
Georgia,Stewart County,Donald Trump,REP,801,,
Georgia,Sumter County,Joe Biden,DEM,6314,0.524113887,0.475886113
Georgia,Sumter County,Donald Trump,REP,5733,,
Georgia,Talbot County,Joe Biden,DEM,2114,0.602966343,0.397033657
Georgia,Talbot County,Donald Trump,REP,1392,,
Georgia,Taliaferro County,Joe Biden,DEM,561,0.609120521,0.390879479
Georgia,Taliaferro County,Donald Trump,REP,360,,
Georgia,Tattnall County,Donald Trump,REP,6054,0.745933958,0.254066042
Georgia,Tattnall County,Joe Biden,DEM,2062,,
Georgia,Taylor County,Donald Trump,REP,2420,0.635504202,0.364495798
Georgia,Taylor County,Joe Biden,DEM,1388,,
Georgia,Telfair County,Donald Trump,REP,2825,0.654996522,0.345003478
Georgia,Telfair County,Joe Biden,DEM,1488,,
Georgia,Terrell County,Joe Biden,DEM,2376,0.542465753,0.457534247
Georgia,Terrell County,Donald Trump,REP,2004,,
Georgia,Thomas County,Donald Trump,REP,12969,0.598283895,0.401716105
Georgia,Thomas County,Joe Biden,DEM,8708,,
Georgia,Tift County,Donald Trump,REP,10784,0.669730468,0.330269532
Georgia,Tift County,Joe Biden,DEM,5318,,
Georgia,Toombs County,Donald Trump,REP,7873,0.728239756,0.271760244
Georgia,Toombs County,Joe Biden,DEM,2938,,
Georgia,Towns County,Donald Trump,REP,6384,0.804638266,0.195361734
Georgia,Towns County,Joe Biden,DEM,1550,,
Georgia,Treutlen County,Donald Trump,REP,2101,0.688175565,0.311824435
Georgia,Treutlen County,Joe Biden,DEM,952,,
Georgia,Troup County,Donald Trump,REP,18142,0.610451226,0.389548774
Georgia,Troup County,Joe Biden,DEM,11577,,
Georgia,Turner County,Donald Trump,REP,2349,0.625066525,0.374933475
Georgia,Turner County,Joe Biden,DEM,1409,,
Georgia,Twiggs County,Donald Trump,REP,2370,0.536927957,0.463072043
Georgia,Twiggs County,Joe Biden,DEM,2044,,
Georgia,Union County,Donald Trump,REP,12650,0.818770227,0.181229773
Georgia,Union County,Joe Biden,DEM,2800,,
Georgia,Upson County,Donald Trump,REP,8606,0.67187134,0.32812866
Georgia,Upson County,Joe Biden,DEM,4203,,
Georgia,Walker County,Donald Trump,REP,23173,0.800642642,0.199357358
Georgia,Walker County,Joe Biden,DEM,5770,,
Georgia,Walton County,Donald Trump,REP,37839,0.748960849,0.251039151
Georgia,Walton County,Joe Biden,DEM,12683,,
Georgia,Ware County,Donald Trump,REP,9903,0.703737919,0.296262081
Georgia,Ware County,Joe Biden,DEM,4169,,
Georgia,Warren County,Joe Biden,DEM,1468,0.557327259,0.442672741
Georgia,Warren County,Donald Trump,REP,1166,,
Georgia,Washington County,Joe Biden,DEM,4743,0.503984699,0.496015301
Georgia,Washington County,Donald Trump,REP,4668,,
Georgia,Wayne County,Donald Trump,REP,9987,0.787928994,0.212071006
Georgia,Wayne County,Joe Biden,DEM,2688,,
Georgia,Webster County,Donald Trump,REP,748,0.538904899,0.461095101
Georgia,Webster County,Joe Biden,DEM,640,,
Georgia,Wheeler County,Donald Trump,REP,1583,0.696742958,0.303257042
Georgia,Wheeler County,Joe Biden,DEM,689,,
