state,county,candidate,party,total_votes,percent_dem,percent_rep
Kansas,Riley County,Joe Biden,DEM,11940,0.516570044,0.483429956
Kansas,Riley County,Donald Trump,REP,11174,,
Kansas,Rooks County,Donald Trump,REP,2294,0.873571973,0.126428027
Kansas,Rooks County,Joe Biden,DEM,332,,
Kansas,Rush County,Donald Trump,REP,1425,0.83041958,0.16958042
Kansas,Rush County,Joe Biden,DEM,291,,
Kansas,Russell County,Donald Trump,REP,2765,0.823897497,0.176102503
Kansas,Russell County,Joe Biden,DEM,591,,
Kansas,Saline County,Donald Trump,REP,15313,0.656224555,0.343775445
Kansas,Saline County,Joe Biden,DEM,8022,,
Kansas,Scott County,Donald Trump,REP,1991,0.872862779,0.127137221
Kansas,Scott County,Joe Biden,DEM,290,,
Kansas,Sedgwick County,Donald Trump,REP,117653,0.564356056,0.435643944
Kansas,Sedgwick County,Joe Biden,DEM,90820,,
Kansas,Seward County,Donald Trump,REP,3285,0.654252141,0.345747859
Kansas,Seward County,Joe Biden,DEM,1736,,
Kansas,Shawnee County,Joe Biden,DEM,43015,0.515408948,0.484591052
Kansas,Shawnee County,Donald Trump,REP,40443,,
Kansas,Sheridan County,Donald Trump,REP,1237,0.895727734,0.104272266
Kansas,Sheridan County,Joe Biden,DEM,144,,
Kansas,Sherman County,Donald Trump,REP,2222,0.851993865,0.148006135
Kansas,Sherman County,Joe Biden,DEM,386,,
Kansas,Smith County,Donald Trump,REP,1734,0.840931135,0.159068865
Kansas,Smith County,Joe Biden,DEM,328,,
Kansas,Stafford County,Donald Trump,REP,1631,0.821248741,0.178751259
Kansas,Stafford County,Joe Biden,DEM,355,,
Kansas,Stanton County,Donald Trump,REP,607,0.805039788,0.194960212
Kansas,Stanton County,Joe Biden,DEM,147,,
Kansas,Stevens County,Donald Trump,REP,1731,0.881364562,0.118635438
Kansas,Stevens County,Joe Biden,DEM,233,,
Kansas,Sumner County,Donald Trump,REP,7998,0.75817613,0.24182387
Kansas,Sumner County,Joe Biden,DEM,2551,,
Kansas,Thomas County,Donald Trump,REP,3106,0.833154506,0.166845494
Kansas,Thomas County,Joe Biden,DEM,622,,
Kansas,Trego County,Donald Trump,REP,1341,0.849271691,0.150728309
Kansas,Trego County,Joe Biden,DEM,238,,
Kansas,Wabaunsee County,Donald Trump,REP,2813,0.746351817,0.253648183
Kansas,Wabaunsee County,Joe Biden,DEM,956,,
Kansas,Wallace County,Donald Trump,REP,762,0.945409429,0.054590571
Kansas,Wallace County,Joe Biden,DEM,44,,
Kansas,Washington County,Donald Trump,REP,2332,0.833154698,0.166845302
Kansas,Washington County,Joe Biden,DEM,467,,
Kansas,Wichita County,Donald Trump,REP,803,0.845263158,0.154736842
Kansas,Wichita County,Joe Biden,DEM,147,,
Kansas,Wilson County,Donald Trump,REP,3111,0.813971743,0.186028257
Kansas,Wilson County,Joe Biden,DEM,711,,
Kansas,Woodson County,Donald Trump,REP,1189,0.807744565,0.192255435
Kansas,Woodson County,Joe Biden,DEM,283,,
Kansas,Wyandotte County,Joe Biden,DEM,35566,0.657679648,0.342320352
Kansas,Wyandotte County,Donald Trump,REP,18512,,
Kentucky,Adair County,Donald Trump,REP,7276,0.839409322,0.160590678
Kentucky,Adair County,Joe Biden,DEM,1392,,
Kentucky,Allen County,Donald Trump,REP,7587,0.822082566,0.177917434
Kentucky,Allen County,Joe Biden,DEM,1642,,
Kentucky,Anderson County,Donald Trump,REP,9661,0.742639711,0.257360289
Kentucky,Anderson County,Joe Biden,DEM,3348,,
Kentucky,Ballard County,Donald Trump,REP,3356,0.802678785,0.197321215
Kentucky,Ballard County,Joe Biden,DEM,825,,
Kentucky,Barren County,Donald Trump,REP,14654,0.74081189,0.25918811
Kentucky,Barren County,Joe Biden,DEM,5127,,
Kentucky,Bath County,Donald Trump,REP,3986,0.717035438,0.282964562
Kentucky,Bath County,Joe Biden,DEM,1573,,
Kentucky,Bell County,Donald Trump,REP,8140,0.819820727,0.180179273
Kentucky,Bell County,Joe Biden,DEM,1789,,
Kentucky,Boone County,Donald Trump,REP,44814,0.681944761,0.318055239
Kentucky,Boone County,Joe Biden,DEM,20901,,
Kentucky,Bourbon County,Donald Trump,REP,6190,0.652540586,0.347459414
Kentucky,Bourbon County,Joe Biden,DEM,3296,,
Kentucky,Boyd County,Donald Trump,REP,14295,0.66867808,0.33132192
Kentucky,Boyd County,Joe Biden,DEM,7083,,
Kentucky,Boyle County,Donald Trump,REP,8872,0.626111503,0.373888497
Kentucky,Boyle County,Joe Biden,DEM,5298,,
Kentucky,Bracken County,Donald Trump,REP,3398,0.809433063,0.190566937
Kentucky,Bracken County,Joe Biden,DEM,800,,
Kentucky,Breathitt County,Donald Trump,REP,4265,0.766259432,0.233740568
Kentucky,Breathitt County,Joe Biden,DEM,1301,,
Kentucky,Breckinridge County,Donald Trump,REP,7701,0.766192419,0.233807581
Kentucky,Breckinridge County,Joe Biden,DEM,2350,,
Kentucky,Bullitt County,Donald Trump,REP,30708,0.744255938,0.255744062
Kentucky,Bullitt County,Joe Biden,DEM,10552,,
Kentucky,Butler County,Donald Trump,REP,4960,0.821328034,0.178671966
Kentucky,Butler County,Joe Biden,DEM,1079,,
Kentucky,Caldwell County,Donald Trump,REP,4906,0.773939107,0.226060893
Kentucky,Caldwell County,Joe Biden,DEM,1433,,
Kentucky,Calloway County,Donald Trump,REP,11352,0.661962797,0.338037203
Kentucky,Calloway County,Joe Biden,DEM,5797,,
Kentucky,Campbell County,Donald Trump,REP,28482,0.595160481,0.404839519
Kentucky,Campbell County,Joe Biden,DEM,19374,,
Kentucky,Carlisle County,Donald Trump,REP,2159,0.823417239,0.176582761
Kentucky,Carlisle County,Joe Biden,DEM,463,,
Kentucky,Carroll County,Donald Trump,REP,2954,0.725798526,0.274201474
Kentucky,Carroll County,Joe Biden,DEM,1116,,
Kentucky,Carter County,Donald Trump,REP,8775,0.768590698,0.231409302
Kentucky,Carter County,Joe Biden,DEM,2642,,
Kentucky,Casey County,Donald Trump,REP,6179,0.87064957,0.12935043
Kentucky,Casey County,Joe Biden,DEM,918,,
Kentucky,Christian County,Donald Trump,REP,15080,0.645106092,0.354893908
Kentucky,Christian County,Joe Biden,DEM,8296,,
Kentucky,Clark County,Donald Trump,REP,11811,0.662980634,0.337019366
Kentucky,Clark County,Joe Biden,DEM,6004,,
Kentucky,Clay County,Donald Trump,REP,6677,0.889318061,0.110681939
Kentucky,Clay County,Joe Biden,DEM,831,,
Kentucky,Clinton County,Donald Trump,REP,4280,0.876510342,0.123489658
Kentucky,Clinton County,Joe Biden,DEM,603,,
Kentucky,Crittenden County,Donald Trump,REP,3451,0.825203252,0.174796748
Kentucky,Crittenden County,Joe Biden,DEM,731,,
Kentucky,Cumberland County,Donald Trump,REP,2769,0.844980165,0.155019835
Kentucky,Cumberland County,Joe Biden,DEM,508,,
Kentucky,Daviess County,Donald Trump,REP,31025,0.642193289,0.357806711
Kentucky,Daviess County,Joe Biden,DEM,17286,,
Kentucky,Edmonson County,Donald Trump,REP,4828,0.797357556,0.202642444
Kentucky,Edmonson County,Joe Biden,DEM,1227,,
Kentucky,Elliott County,Donald Trump,REP,2246,0.759296822,0.240703178
Kentucky,Elliott County,Joe Biden,DEM,712,,
Kentucky,Estill County,Donald Trump,REP,5100,0.790085205,0.209914795
Kentucky,Estill County,Joe Biden,DEM,1355,,
Kentucky,Fayette County,Joe Biden,DEM,90600,0.606182256,0.393817744
Kentucky,Fayette County,Donald Trump,REP,58860,,
Kentucky,Fleming County,Donald Trump,REP,5534,0.78966895,0.21033105
Kentucky,Fleming County,Joe Biden,DEM,1474,,
Kentucky,Floyd County,Donald Trump,REP,12250,0.759266146,0.240733854
Kentucky,Floyd County,Joe Biden,DEM,3884,,
Kentucky,Franklin County,Donald Trump,REP,12900,0.504852849,0.495147151
Kentucky,Franklin County,Joe Biden,DEM,12652,,
Kentucky,Fulton County,Donald Trump,REP,1606,0.669166667,0.330833333
Kentucky,Fulton County,Joe Biden,DEM,794,,
Kentucky,Gallatin County,Donald Trump,REP,2955,0.782366958,0.217633042
Kentucky,Gallatin County,Joe Biden,DEM,822,,
Kentucky,Garrard County,Donald Trump,REP,6754,0.786812675,0.213187325
Kentucky,Garrard County,Joe Biden,DEM,1830,,
Kentucky,Grant County,Donald Trump,REP,8725,0.798261665,0.201738335
Kentucky,Grant County,Joe Biden,DEM,2205,,
Kentucky,Graves County,Donald Trump,REP,13206,0.787665514,0.212334486
Kentucky,Graves County,Joe Biden,DEM,3560,,
Kentucky,Grayson County,Donald Trump,REP,9453,0.797519615,0.202480385
Kentucky,Grayson County,Joe Biden,DEM,2400,,
Kentucky,Green County,Donald Trump,REP,4838,0.840222299,0.159777701
Kentucky,Green County,Joe Biden,DEM,920,,
Kentucky,Greenup County,Donald Trump,REP,13064,0.728326922,0.271673078
Kentucky,Greenup County,Joe Biden,DEM,4873,,
Kentucky,Hancock County,Donald Trump,REP,3145,0.699510676,0.300489324
Kentucky,Hancock County,Joe Biden,DEM,1351,,
Kentucky,Hardin County,Donald Trump,REP,29832,0.622368723,0.377631277
Kentucky,Hardin County,Joe Biden,DEM,18101,,
Kentucky,Harlan County,Donald Trump,REP,9367,0.862443606,0.137556394
Kentucky,Harlan County,Joe Biden,DEM,1494,,
Kentucky,Harrison County,Donald Trump,REP,6334,0.725211816,0.274788184
Kentucky,Harrison County,Joe Biden,DEM,2400,,
Kentucky,Hart County,Donald Trump,REP,6345,0.768811341,0.231188659
Kentucky,Hart County,Joe Biden,DEM,1908,,
Kentucky,Henderson County,Donald Trump,REP,12730,0.624969316,0.375030684
Kentucky,Henderson County,Joe Biden,DEM,7639,,
Kentucky,Henry County,Donald Trump,REP,5843,0.731747026,0.268252974
Kentucky,Henry County,Joe Biden,DEM,2142,,
Kentucky,Hickman County,Donald Trump,REP,1714,0.789134438,0.210865562
Kentucky,Hickman County,Joe Biden,DEM,458,,
Kentucky,Hopkins County,Donald Trump,REP,15757,0.74339498,0.25660502
Kentucky,Hopkins County,Joe Biden,DEM,5439,,
Kentucky,Jackson County,Donald Trump,REP,5453,0.900132057,0.099867943
Kentucky,Jackson County,Joe Biden,DEM,605,,
Kentucky,Jefferson County,Joe Biden,DEM,228358,0.602521345,0.397478655
Kentucky,Jefferson County,Donald Trump,REP,150646,,
Kentucky,Jessamine County,Donald Trump,REP,17096,0.66617309,0.33382691
Kentucky,Jessamine County,Joe Biden,DEM,8567,,
Kentucky,Johnson County,Donald Trump,REP,8450,0.840127262,0.159872738
Kentucky,Johnson County,Joe Biden,DEM,1608,,
Kentucky,Kenton County,Donald Trump,REP,48129,0.598619403,0.401380597
Kentucky,Kenton County,Joe Biden,DEM,32271,,
Kentucky,Knott County,Donald Trump,REP,4780,0.771963824,0.228036176
Kentucky,Knott County,Joe Biden,DEM,1412,,
Kentucky,Knox County,Donald Trump,REP,11012,0.838945604,0.161054396
Kentucky,Knox County,Joe Biden,DEM,2114,,
Kentucky,Larue County,Donald Trump,REP,5685,0.790791487,0.209208513
Kentucky,Larue County,Joe Biden,DEM,1504,,
Kentucky,Laurel County,Donald Trump,REP,23237,0.83851761,0.16148239
Kentucky,Laurel County,Joe Biden,DEM,4475,,
Kentucky,Lawrence County,Donald Trump,REP,5633,0.819822442,0.180177558
Kentucky,Lawrence County,Joe Biden,DEM,1238,,
Kentucky,Lee County,Donald Trump,REP,2273,0.825344953,0.174655047
Kentucky,Lee County,Joe Biden,DEM,481,,
Kentucky,Leslie County,Donald Trump,REP,4321,0.906440109,0.093559891
Kentucky,Leslie County,Joe Biden,DEM,446,,
Kentucky,Letcher County,Donald Trump,REP,7226,0.80066482,0.19933518
Kentucky,Letcher County,Joe Biden,DEM,1799,,
Kentucky,Lewis County,Donald Trump,REP,4986,0.858323291,0.141676709
Kentucky,Lewis County,Joe Biden,DEM,823,,
Kentucky,Lincoln County,Donald Trump,REP,8489,0.79018896,0.20981104
Kentucky,Lincoln County,Joe Biden,DEM,2254,,
Kentucky,Livingston County,Donald Trump,REP,4010,0.8102647,0.1897353
Kentucky,Livingston County,Joe Biden,DEM,939,,
Kentucky,Logan County,Donald Trump,REP,9067,0.745580133,0.254419867
Kentucky,Logan County,Joe Biden,DEM,3094,,
Kentucky,Lyon County,Donald Trump,REP,3100,0.739503817,0.260496183
Kentucky,Lyon County,Joe Biden,DEM,1092,,
Kentucky,McCracken County,Donald Trump,REP,21820,0.660911707,0.339088293
Kentucky,McCracken County,Joe Biden,DEM,11195,,
Kentucky,McCreary County,Donald Trump,REP,5664,0.886523713,0.113476287
Kentucky,McCreary County,Joe Biden,DEM,725,,
Kentucky,McLean County,Donald Trump,REP,3633,0.771829191,0.228170809
Kentucky,McLean County,Joe Biden,DEM,1074,,
Kentucky,Madison County,Donald Trump,REP,27356,0.637119501,0.362880499
Kentucky,Madison County,Joe Biden,DEM,15581,,
Kentucky,Magoffin County,Donald Trump,REP,4174,0.774684484,0.225315516
Kentucky,Magoffin County,Joe Biden,DEM,1214,,
Kentucky,Marion County,Donald Trump,REP,6113,0.691907187,0.308092813
Kentucky,Marion County,Joe Biden,DEM,2722,,
Kentucky,Marshall County,Donald Trump,REP,13297,0.765603409,0.234396591
Kentucky,Marshall County,Joe Biden,DEM,4071,,
Kentucky,Martin County,Donald Trump,REP,3496,0.896640164,0.103359836
Kentucky,Martin County,Joe Biden,DEM,403,,
Kentucky,Mason County,Donald Trump,REP,5477,0.698686057,0.301313943
Kentucky,Mason County,Joe Biden,DEM,2362,,
Kentucky,Meade County,Donald Trump,REP,10185,0.737135413,0.262864587
Kentucky,Meade County,Joe Biden,DEM,3632,,
Kentucky,Menifee County,Donald Trump,REP,2311,0.754982032,0.245017968
Kentucky,Menifee County,Joe Biden,DEM,750,,
Kentucky,Mercer County,Donald Trump,REP,8506,0.737152266,0.262847734
Kentucky,Mercer County,Joe Biden,DEM,3033,,
Kentucky,Metcalfe County,Donald Trump,REP,3959,0.802391569,0.197608431
Kentucky,Metcalfe County,Joe Biden,DEM,975,,
Kentucky,Monroe County,Donald Trump,REP,4628,0.875685904,0.124314096
Kentucky,Monroe County,Joe Biden,DEM,657,,
Kentucky,Montgomery County,Donald Trump,REP,8993,0.712429692,0.287570308
Kentucky,Montgomery County,Joe Biden,DEM,3630,,
Kentucky,Morgan County,Donald Trump,REP,4301,0.785427319,0.214572681
Kentucky,Morgan County,Joe Biden,DEM,1175,,
Kentucky,Muhlenberg County,Donald Trump,REP,10497,0.747543085,0.252456915
Kentucky,Muhlenberg County,Joe Biden,DEM,3545,,
Kentucky,Nelson County,Donald Trump,REP,15703,0.685990127,0.314009873
Kentucky,Nelson County,Joe Biden,DEM,7188,,
Kentucky,Nicholas County,Donald Trump,REP,2408,0.716027357,0.283972643
Kentucky,Nicholas County,Joe Biden,DEM,955,,
Kentucky,Ohio County,Donald Trump,REP,8582,0.781176042,0.218823958
Kentucky,Ohio County,Joe Biden,DEM,2404,,
Kentucky,Oldham County,Donald Trump,REP,22654,0.609650421,0.390349579
Kentucky,Oldham County,Joe Biden,DEM,14505,,
Kentucky,Owen County,Donald Trump,REP,4292,0.796289425,0.203710575
Kentucky,Owen County,Joe Biden,DEM,1098,,
Kentucky,Owsley County,Donald Trump,REP,1671,0.885532591,0.114467409
Kentucky,Owsley County,Joe Biden,DEM,216,,
Kentucky,Pendleton County,Donald Trump,REP,5515,0.806640339,0.193359661
Kentucky,Pendleton County,Joe Biden,DEM,1322,,
Kentucky,Perry County,Donald Trump,REP,8129,0.775298045,0.224701955
Kentucky,Perry County,Joe Biden,DEM,2356,,
Kentucky,Pike County,Donald Trump,REP,20284,0.806520875,0.193479125
Kentucky,Pike County,Joe Biden,DEM,4866,,
Kentucky,Powell County,Donald Trump,REP,4041,0.747226331,0.252773669
Kentucky,Powell County,Joe Biden,DEM,1367,,
Kentucky,Pulaski County,Donald Trump,REP,25442,0.817860357,0.182139643
Kentucky,Pulaski County,Joe Biden,DEM,5666,,
Kentucky,Robertson County,Donald Trump,REP,884,0.777484609,0.222515391
Kentucky,Robertson County,Joe Biden,DEM,253,,
Kentucky,Rockcastle County,Donald Trump,REP,6577,0.852937362,0.147062638
Kentucky,Rockcastle County,Joe Biden,DEM,1134,,
Kentucky,Rowan County,Donald Trump,REP,5994,0.607048815,0.392951185
Kentucky,Rowan County,Joe Biden,DEM,3880,,
Kentucky,Russell County,Donald Trump,REP,7519,0.84960452,0.15039548
Kentucky,Russell County,Joe Biden,DEM,1331,,
Kentucky,Scott County,Donald Trump,REP,17767,0.627055834,0.372944166
Kentucky,Scott County,Joe Biden,DEM,10567,,
Kentucky,Shelby County,Donald Trump,REP,15055,0.650830019,0.349169981
Kentucky,Shelby County,Joe Biden,DEM,8077,,
Kentucky,Simpson County,Donald Trump,REP,5888,0.68712802,0.31287198
Kentucky,Simpson County,Joe Biden,DEM,2681,,
Kentucky,Spencer County,Donald Trump,REP,8737,0.77545043,0.22454957
Kentucky,Spencer County,Joe Biden,DEM,2530,,
Kentucky,Taylor County,Donald Trump,REP,9376,0.759867088,0.240132912
Kentucky,Taylor County,Joe Biden,DEM,2963,,
Kentucky,Todd County,Donald Trump,REP,4062,0.771217012,0.228782988
Kentucky,Todd County,Joe Biden,DEM,1205,,
Kentucky,Trigg County,Donald Trump,REP,5487,0.753915911,0.246084089
Kentucky,Trigg County,Joe Biden,DEM,1791,,
Kentucky,Trimble County,Donald Trump,REP,3227,0.761264449,0.238735551
Kentucky,Trimble County,Joe Biden,DEM,1012,,
Kentucky,Union County,Donald Trump,REP,4965,0.764551894,0.235448106
Kentucky,Union County,Joe Biden,DEM,1529,,
Kentucky,Warren County,Donald Trump,REP,31791,0.585793256,0.414206744
Kentucky,Warren County,Joe Biden,DEM,22479,,
Kentucky,Washington County,Donald Trump,REP,4482,0.731635651,0.268364349
Kentucky,Washington County,Joe Biden,DEM,1644,,
Kentucky,Wayne County,Donald Trump,REP,7430,0.813800657,0.186199343
Kentucky,Wayne County,Joe Biden,DEM,1700,,
Kentucky,Webster County,Donald Trump,REP,4506,0.76140588,0.23859412
Kentucky,Webster County,Joe Biden,DEM,1412,,
Kentucky,Whitley County,Donald Trump,REP,12567,0.831205768,0.168794232
Kentucky,Whitley County,Joe Biden,DEM,2552,,
Kentucky,Wolfe County,Donald Trump,REP,2097,0.714237057,0.285762943
Kentucky,Wolfe County,Joe Biden,DEM,839,,
Kentucky,Woodford County,Donald Trump,REP,8362,0.561509535,0.438490465
Kentucky,Woodford County,Joe Biden,DEM,6530,,
Louisiana,Acadia Parish,Donald Trump,REP,22596,0.805877528,0.194122472
Louisiana,Acadia Parish,Joe Biden,DEM,5443,,
Louisiana,Allen Parish,Donald Trump,REP,7574,0.782276389,0.217723611
Louisiana,Allen Parish,Joe Biden,DEM,2108,,
Louisiana,Ascension Parish,Donald Trump,REP,40687,0.666060963,0.333939037
Louisiana,Ascension Parish,Joe Biden,DEM,20399,,
Louisiana,Assumption Parish,Donald Trump,REP,7271,0.654809078,0.345190922
Louisiana,Assumption Parish,Joe Biden,DEM,3833,,
Louisiana,Avoyelles Parish,Donald Trump,REP,12028,0.707238196,0.292761804
Louisiana,Avoyelles Parish,Joe Biden,DEM,4979,,
Louisiana,Beauregard Parish,Donald Trump,REP,13575,0.84227834,0.15772166
Louisiana,Beauregard Parish,Joe Biden,DEM,2542,,
Louisiana,Bienville Parish,Donald Trump,REP,3891,0.559212417,0.440787583
Louisiana,Bienville Parish,Joe Biden,DEM,3067,,
Louisiana,Bossier Parish,Donald Trump,REP,38074,0.708538038,0.291461962
Louisiana,Bossier Parish,Joe Biden,DEM,15662,,
Louisiana,Caddo Parish,Joe Biden,DEM,55110,0.534368909,0.465631091
Louisiana,Caddo Parish,Donald Trump,REP,48021,,
Louisiana,Calcasieu Parish,Donald Trump,REP,55066,0.679424539,0.320575461
Louisiana,Calcasieu Parish,Joe Biden,DEM,25982,,
Louisiana,Caldwell Parish,Donald Trump,REP,3976,0.84219445,0.15780555
Louisiana,Caldwell Parish,Joe Biden,DEM,745,,
Louisiana,Cameron Parish,Donald Trump,REP,3671,0.918898623,0.081101377
Louisiana,Cameron Parish,Joe Biden,DEM,324,,
Louisiana,Catahoula Parish,Donald Trump,REP,3541,0.736174636,0.263825364
Louisiana,Catahoula Parish,Joe Biden,DEM,1269,,
Louisiana,Claiborne Parish,Donald Trump,REP,3770,0.579910783,0.420089217
Louisiana,Claiborne Parish,Joe Biden,DEM,2731,,
Louisiana,Concordia Parish,Donald Trump,REP,5550,0.635957374,0.364042626
Louisiana,Concordia Parish,Joe Biden,DEM,3177,,
Louisiana,De Soto Parish,Donald Trump,REP,9112,0.625437573,0.374562427
Louisiana,De Soto Parish,Joe Biden,DEM,5457,,
Louisiana,East Baton Rouge Parish,Joe Biden,DEM,115577,0.566562253,0.433437747
Louisiana,East Baton Rouge Parish,Donald Trump,REP,88420,,
Louisiana,East Carroll Parish,Joe Biden,DEM,1900,0.637583893,0.362416107
Louisiana,East Carroll Parish,Donald Trump,REP,1080,,
Louisiana,East Feliciana Parish,Donald Trump,REP,6064,0.586233565,0.413766435
Louisiana,East Feliciana Parish,Joe Biden,DEM,4280,,
Louisiana,Evangeline Parish,Donald Trump,REP,11053,0.726645191,0.273354809
Louisiana,Evangeline Parish,Joe Biden,DEM,4158,,
Louisiana,Franklin Parish,Donald Trump,REP,6970,0.723930204,0.276069796
Louisiana,Franklin Parish,Joe Biden,DEM,2658,,
Louisiana,Grant Parish,Donald Trump,REP,8117,0.875242614,0.124757386
Louisiana,Grant Parish,Joe Biden,DEM,1157,,
Louisiana,Iberia Parish,Donald Trump,REP,21251,0.658374125,0.341625875
Louisiana,Iberia Parish,Joe Biden,DEM,11027,,
Louisiana,Iberville Parish,Joe Biden,DEM,8514,0.518924849,0.481075151
Louisiana,Iberville Parish,Donald Trump,REP,7893,,
Louisiana,Jackson Parish,Donald Trump,REP,5394,0.715669364,0.284330636
Louisiana,Jackson Parish,Joe Biden,DEM,2143,,
Louisiana,Jefferson Parish,Donald Trump,REP,105949,0.556378856,0.443621144
Louisiana,Jefferson Parish,Joe Biden,DEM,84477,,
Louisiana,Jefferson Davis Parish,Donald Trump,REP,11423,0.780739526,0.219260474
Louisiana,Jefferson Davis Parish,Joe Biden,DEM,3208,,
Louisiana,Lafayette Parish,Donald Trump,REP,72519,0.646313857,0.353686143
Louisiana,Lafayette Parish,Joe Biden,DEM,39685,,
Louisiana,Lafourche Parish,Donald Trump,REP,36024,0.805978164,0.194021836
Louisiana,Lafourche Parish,Joe Biden,DEM,8672,,
Louisiana,LaSalle Parish,Donald Trump,REP,6378,0.909064994,0.090935006
Louisiana,LaSalle Parish,Joe Biden,DEM,638,,
Louisiana,Lincoln Parish,Donald Trump,REP,11311,0.599417064,0.400582936
Louisiana,Lincoln Parish,Joe Biden,DEM,7559,,
Louisiana,Livingston Parish,Donald Trump,REP,54877,0.855768331,0.144231669
Louisiana,Livingston Parish,Joe Biden,DEM,9249,,
Louisiana,Madison Parish,Joe Biden,DEM,2654,0.578970332,0.421029668
Louisiana,Madison Parish,Donald Trump,REP,1930,,
Louisiana,Morehouse Parish,Donald Trump,REP,6510,0.568261173,0.431738827
Louisiana,Morehouse Parish,Joe Biden,DEM,4946,,
Louisiana,Natchitoches Parish,Donald Trump,REP,9358,0.575735204,0.424264796
Louisiana,Natchitoches Parish,Joe Biden,DEM,6896,,
Louisiana,Orleans Parish,Joe Biden,DEM,147854,0.847213468,0.152786532
Louisiana,Orleans Parish,Donald Trump,REP,26664,,
Louisiana,Ouachita Parish,Donald Trump,REP,42255,0.619865626,0.380134374
Louisiana,Ouachita Parish,Joe Biden,DEM,25913,,
Louisiana,Plaquemines Parish,Donald Trump,REP,7412,0.684648069,0.315351931
Louisiana,Plaquemines Parish,Joe Biden,DEM,3414,,
Louisiana,Pointe Coupee Parish,Donald Trump,REP,7503,0.615706548,0.384293452
Louisiana,Pointe Coupee Parish,Joe Biden,DEM,4683,,
Louisiana,Rapides Parish,Donald Trump,REP,38347,0.663190481,0.336809519
Louisiana,Rapides Parish,Joe Biden,DEM,19475,,
Louisiana,Red River Parish,Donald Trump,REP,2413,0.594774464,0.405225536
Louisiana,Red River Parish,Joe Biden,DEM,1644,,
Louisiana,Richland Parish,Donald Trump,REP,6607,0.671989422,0.328010578
Louisiana,Richland Parish,Joe Biden,DEM,3225,,
Louisiana,Sabine Parish,Donald Trump,REP,8776,0.835252689,0.164747311
Louisiana,Sabine Parish,Joe Biden,DEM,1731,,
Louisiana,St. Bernard Parish,Donald Trump,REP,11179,0.645066359,0.354933641
Louisiana,St. Bernard Parish,Joe Biden,DEM,6151,,
Louisiana,St. Charles Parish,Donald Trump,REP,18233,0.650412014,0.349587986
Louisiana,St. Charles Parish,Joe Biden,DEM,9800,,
Louisiana,St. Helena Parish,Joe Biden,DEM,3346,0.552145215,0.447854785
Louisiana,St. Helena Parish,Donald Trump,REP,2714,,
Louisiana,St. James Parish,Joe Biden,DEM,6510,0.522304236,0.477695764
Louisiana,St. James Parish,Donald Trump,REP,5954,,
Louisiana,St. John the Baptist Parish,Joe Biden,DEM,13582,0.643087121,0.356912879
Louisiana,St. John the Baptist Parish,Donald Trump,REP,7538,,
Louisiana,St. Landry Parish,Donald Trump,REP,23171,0.571516661,0.428483339
Louisiana,St. Landry Parish,Joe Biden,DEM,17372,,
Louisiana,St. Martin Parish,Donald Trump,REP,18203,0.683244501,0.316755499
Louisiana,St. Martin Parish,Joe Biden,DEM,8439,,
Louisiana,St. Mary Parish,Donald Trump,REP,14811,0.647730255,0.352269745
Louisiana,St. Mary Parish,Joe Biden,DEM,8055,,
Louisiana,St. Tammany Parish,Donald Trump,REP,99666,0.725307833,0.274692167
Louisiana,St. Tammany Parish,Joe Biden,DEM,37746,,
Louisiana,Tangipahoa Parish,Donald Trump,REP,37806,0.666854815,0.333145185
Louisiana,Tangipahoa Parish,Joe Biden,DEM,18887,,
Louisiana,Tensas Parish,Joe Biden,DEM,1329,0.526128266,0.473871734
Louisiana,Tensas Parish,Donald Trump,REP,1197,,
Louisiana,Terrebonne Parish,Donald Trump,REP,34339,0.754090081,0.245909919
Louisiana,Terrebonne Parish,Joe Biden,DEM,11198,,
Louisiana,Union Parish,Donald Trump,REP,8407,0.760057861,0.239942139
Louisiana,Union Parish,Joe Biden,DEM,2654,,
Louisiana,Vermilion Parish,Donald Trump,REP,21930,0.814061398,0.185938602
Louisiana,Vermilion Parish,Joe Biden,DEM,5009,,
Louisiana,Vernon Parish,Donald Trump,REP,14107,0.829579535,0.170420465
Louisiana,Vernon Parish,Joe Biden,DEM,2898,,
Louisiana,Washington Parish,Donald Trump,REP,13307,0.690304508,0.309695492
Louisiana,Washington Parish,Joe Biden,DEM,5970,,
Louisiana,Webster Parish,Donald Trump,REP,11830,0.657149206,0.342850794
Louisiana,Webster Parish,Joe Biden,DEM,6172,,
Louisiana,West Baton Rouge Parish,Donald Trump,REP,7684,0.553442812,0.446557188
Louisiana,West Baton Rouge Parish,Joe Biden,DEM,6200,,
Louisiana,West Carroll Parish,Donald Trump,REP,4317,0.858762682,0.141237318
Louisiana,West Carroll Parish,Joe Biden,DEM,710,,
Louisiana,West Feliciana Parish,Donald Trump,REP,3863,0.627008602,0.372991398
Louisiana,West Feliciana Parish,Joe Biden,DEM,2298,,
Louisiana,Winn Parish,Donald Trump,REP,4619,0.749594288,0.250405712
Louisiana,Winn Parish,Joe Biden,DEM,1543,,
Maine,Aroostook Cty Townships,Donald Trump,REP,150,0.515463918,0.484536082
Maine,Aroostook Cty Townships,Joe Biden,DEM,141,,
Maine,Franklin Cty Townships,Joe Biden,DEM,31,0.645833333,0.354166667
Maine,Franklin Cty Townships,Donald Trump,REP,17,,
